Name,Brand,Movement,Display,Reserve,Frequency,URL
Blancpain caliber 6654,Blancpain,Automatic,Analog,72,N/A,https://watchbase.com/blancpain/caliber/6654
Bell & Ross caliber BR-CAL.319,Bell & Ross,Automatic,Analog,42,28800,https://watchbase.com/bell-ross/caliber/br-cal-319
Breitling caliber Caliber 17,Breitling,Automatic,Analog,38,28800,https://watchbase.com/breitling/caliber/caliber-17
Glashütte Original caliber 37-01,Glashütte Original,Automatic,Analog,70,28800,https://watchbase.com/glashutte-original/caliber/37-01
ETA caliber G10.712 CB,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-712-cb
Bulgari caliber BVL 318,Bulgari,Automatic,Analog,60,21600,https://watchbase.com/bulgari/caliber/bvl-318
A. Lange & Söhne caliber L911.4,A. Lange & Söhne,Handwound,Analog,42,21600,https://watchbase.com/a-lange-sohne/caliber/l911-4
Breguet caliber 187H,Breguet,Handwound,Analog,50,18000,https://watchbase.com/breguet/caliber/187h
Bulgari caliber BVL 268 SK,Bulgari,Handwound,Analog,52,28800,https://watchbase.com/bulgari/caliber/bvl-268-sk
Bell & Ross caliber BR-CAL.301,Bell & Ross,Automatic,Analog,42,28800,https://watchbase.com/bell-ross/caliber/br-cal-301
A. Lange & Söhne caliber L951.1,A. Lange & Söhne,Handwound,Analog,36,18000,https://watchbase.com/a-lange-sohne/caliber/l951-1
Breguet caliber 580DR,Breguet,Handwound,Analog,55,21600,https://watchbase.com/breguet/caliber/580dr
ETA caliber 976.001,ETA,Quartz,Analog,53280,N/A,https://watchbase.com/eta/caliber/976-001
ETA caliber C07.121,ETA,Automatic,Analog,80,21600,https://watchbase.com/eta/caliber/c07-121
Hublot caliber HUB1131,Hublot,Automatic,Analog,42,28800,https://watchbase.com/hublot/caliber/hub1131
Audemars Piguet caliber AP 2326 / 2847,Audemars Piguet,Automatic,N/A,48,28800,https://watchbase.com/audemars-piguet/caliber/ap-2326-2847
H. Moser & Cie caliber HMC 804,H. Moser & Cie,Automatic,Analog,72,21600,https://watchbase.com/h-moser-cie/caliber/hmc-804
Cartier caliber 688,Cartier,Quartz,Analog,N/A,N/A,https://watchbase.com/cartier/caliber/cartier%20688
Blancpain caliber 235,Blancpain,Automatic,Analog,65,N/A,https://watchbase.com/blancpain/caliber/235
ETA caliber 955.122,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/955-122
Breguet caliber 591A,Breguet,Automatic,Analog,38,28800,https://watchbase.com/breguet/caliber/591a
Cartier caliber 1847 MC No Date,Cartier,Automatic,Analog,42,28800,https://watchbase.com/cartier/caliber/1847-mc-no-date
Bremont caliber BWC/01,Bremont,Automatic,Analog,50,28800,https://watchbase.com/bremont/caliber/bwc-01
Bell & Ross caliber BR-CAL.306,Bell & Ross,Automatic,Analog,42,28800,https://watchbase.com/bell-ross/caliber/br-cal-306
Ball Watch caliber RR1404,Ball Watch,Automatic,Analog,42,28800,https://watchbase.com/ball-watch/caliber/rr1404
Audemars Piguet caliber AP 2909,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2909
Breguet caliber 586L,Breguet,Automatic,Analog,36,21600,https://watchbase.com/breguet/caliber/586l
IWC caliber 35790,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/35790
Blancpain caliber F585,Blancpain,Automatic,Analog,40,N/A,https://watchbase.com/blancpain/caliber/f585
Ball Watch caliber RR1402C,Ball Watch,Automatic,Analog,42,28800,https://watchbase.com/ball-watch/caliber/rr1402c
ETA caliber G10.212 AA,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-212-aa
Blancpain caliber 5235DF,Blancpain,Handwound,Analog,192,N/A,https://watchbase.com/blancpain/caliber/5235df
Cartier caliber 430 MC,Cartier,Handwound,Analog,36,21600,https://watchbase.com/cartier/caliber/430-mc
Audemars Piguet caliber AP 4105,Audemars Piguet,Automatic,Analog,60,28800,https://watchbase.com/audemars-piguet/caliber/ap-4105
Chopard caliber L.U.C 01.09-L,Chopard,Automatic,Analog,60,57600,https://watchbase.com/chopard/caliber/l-u-c-01-09-l
Eterna caliber 3914A,Eterna,Automatic,Analog,65,28800,https://watchbase.com/eterna/caliber/3914a
Corum caliber CO 295,Corum,Automatic,Analog,72,28800,https://watchbase.com/corum/caliber/co-295
Audemars Piguet caliber AP 2965,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2965
A. Lange & Söhne caliber L901.5,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l901-5
Audemars Piguet caliber AP 2730,Audemars Piguet,Quartz,Analog,N/A,N/A,https://watchbase.com/audemars-piguet/caliber/ap-2730
Chopard caliber L.U.C 02.14-L,Chopard,Handwound,Analog,216,28800,https://watchbase.com/chopard/caliber/l-u-c-02-14-l
A. Lange & Söhne caliber L951.8,A. Lange & Söhne,Handwound,Analog,60,18000,https://watchbase.com/a-lange-sohne/caliber/l951-8
A. Lange & Söhne caliber L021.3,A. Lange & Söhne,Automatic,Analog,50,21600,https://watchbase.com/a-lange-sohne/caliber/l021-3
Audemars Piguet caliber AP 2897,Audemars Piguet,Automatic,Analog,65,21600,https://watchbase.com/audemars-piguet/caliber/ap-2897
Blancpain caliber 1150,Blancpain,Automatic,Analog,100,N/A,https://watchbase.com/blancpain/caliber/blancpain%201150
Blancpain caliber 232,Blancpain,Handwound,Analog,65,N/A,https://watchbase.com/blancpain/caliber/232
A. Lange & Söhne caliber L901.2,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l901-2
Hamilton caliber H-41e,Hamilton,Quartz,Analog,N/A,N/A,https://watchbase.com/hamilton/caliber/h-41e
Audemars Piguet caliber AP 5201,Audemars Piguet,Handwound,Analog,54,21600,https://watchbase.com/audemars-piguet/caliber/ap-5201
Glashütte Original caliber 39-59,Glashütte Original,Automatic,Analog,40,28800,https://watchbase.com/glashutte-original/caliber/39-59
ETA caliber G15.561,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/g15-561
Audemars Piguet caliber AP 4302,Audemars Piguet,Automatic,Analog,70,28800,https://watchbase.com/audemars-piguet/caliber/ap-4302
A. Lange & Söhne caliber L031.1,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l031-1
Breitling caliber Caliber 27,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-27
Girard-Perregaux caliber GP03300-0009,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0009
Bell & Ross caliber BR-CAL.318,Bell & Ross,Automatic,Analog,38,28800,https://watchbase.com/bell-ross/caliber/br-cal-318
Chopard caliber L.U.C 02.15-L,Chopard,Handwound,Analog,216,28800,https://watchbase.com/chopard/caliber/l-u-c-02-15-l
ETA caliber A05.H31 ND,ETA,Automatic,Analog,60,28800,https://watchbase.com/eta/caliber/a05-h31-nd
Breguet caliber 558QP3,Breguet,Handwound,Analog,50,28800,https://watchbase.com/breguet/caliber/558qp3
A. Lange & Söhne caliber L921.2,A. Lange & Söhne,Automatic,Analog,46,21600,https://watchbase.com/a-lange-sohne/caliber/l921-2
A. Lange & Söhne caliber L951.7,A. Lange & Söhne,Handwound,Analog,60,18000,https://watchbase.com/a-lange-sohne/caliber/l951-7
Audemars Piguet caliber AP 2861,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2861
Frederique Constant caliber FC-235,Frederique Constant,Quartz,Analog,N/A,N/A,https://watchbase.com/frederique-constant/caliber/fc-235
Chopard caliber Chopard 01.04-C,Chopard,Automatic,Analog,60,28800,https://watchbase.com/chopard/caliber/chopard-01-04-c
Breguet caliber 77F1,Breguet,Automatic,Analog,55,28800,https://watchbase.com/breguet/caliber/77f1
Frederique Constant caliber FC-945,Frederique Constant,Automatic,Analog,42,28800,https://watchbase.com/frederique-constant/caliber/fc-945
ETA caliber G10.212 AJ,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-212-aj
Hamilton caliber H-20-S,Hamilton,Automatic,Analog,42,28800,https://watchbase.com/hamilton/caliber/h-20-s
Blancpain caliber 68F5,Blancpain,Automatic,Analog,40,N/A,https://watchbase.com/blancpain/caliber/68f5
Carl F. Bucherer caliber CFB 1972,Carl F. Bucherer,Automatic,Analog,42,28800,https://watchbase.com/carl-f-bucherer/caliber/cfb-1972
ETA caliber 251.471,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/251-471
Frederique Constant caliber FC-303,Frederique Constant,Automatic,Analog,38,28800,https://watchbase.com/frederique-constant/caliber/fc-303
Girard-Perregaux caliber GP03300-0124,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0124
IWC caliber 37521 ND,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/37521-nd
Girard-Perregaux caliber GP03300-0138,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0138
Glycine caliber GL224,Glycine,Automatic,Analog,38,28800,https://watchbase.com/glycine/caliber/gl224
Frederique Constant caliber FC-718,Frederique Constant,Automatic,Analog,42,28800,https://watchbase.com/frederique-constant/caliber/fc-718
H. Moser & Cie caliber HMC 343,H. Moser & Cie,Handwound,Analog,168,18000,https://watchbase.com/h-moser-cie/caliber/hmc-343
IWC caliber 30110,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/30110
Girard-Perregaux caliber GP03300-0062,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0062
A. Lange & Söhne caliber L041.2,A. Lange & Söhne,Handwound,Analog,38,21600,https://watchbase.com/a-lange-sohne/caliber/l041-2
ETA caliber E64.031,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/e64-031
A. Lange & Söhne caliber L931.3,A. Lange & Söhne,Handwound,Analog,42,21600,https://watchbase.com/a-lange-sohne/caliber/l931-3
Glashütte Original caliber 39-47,Glashütte Original,Automatic,Analog,40,28800,https://watchbase.com/glashutte-original/caliber/39-47
Damasko caliber A26-1 W,Damasko,Automatic,Analog,42,28800,https://watchbase.com/damasko/caliber/a26-1-w
Bell & Ross caliber BR-CAL.203,Bell & Ross,Handwound,Analog,56,21600,https://watchbase.com/bell-ross/caliber/br-cal-203
Hamilton caliber H-30,Hamilton,Automatic,Analog,80,21600,https://watchbase.com/hamilton/caliber/h-30
Grand Seiko caliber 9R65,Grand Seiko,Spring Drive,Analog,72,N/A,https://watchbase.com/grand-seiko/caliber/9r65
A. Lange & Söhne caliber L921.7,A. Lange & Söhne,Automatic,Analog,46,21600,https://watchbase.com/a-lange-sohne/caliber/l921-7
Audemars Piguet caliber AP 5909,Audemars Piguet,Automatic,Analog,60,28800,https://watchbase.com/audemars-piguet/caliber/ap-5909
Chopard caliber L.U.C 96.24-L,Chopard,Automatic,Analog,65,25200,https://watchbase.com/chopard/caliber/l-u-c-96-24-l
ETA caliber 251.262R,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/251-262r
ETA caliber 2895-1,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2895-1
ETA caliber F03.115,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f03-115
Atelier caliber Caliber 1,Atelier,Automatic,Analog,N/A,28800,https://watchbase.com/atelier/caliber/caliber-1
Glashütte Original caliber 37-23,Glashütte Original,Automatic,Analog,70,28800,https://watchbase.com/glashutte-original/caliber/37-23
Audemars Piguet caliber AP 2140,Audemars Piguet,Automatic,Analog,40,28800,https://watchbase.com/audemars-piguet/caliber/ap-2140
Audemars Piguet caliber AP 2974,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2974
ETA caliber 955.412,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/955-412
ETA caliber 251.242,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/251-242
Audemars Piguet caliber AP 2950,Audemars Piguet,Automatic,Analog,65,21600,https://watchbase.com/audemars-piguet/caliber/ap-2950
A. Lange & Söhne caliber L096.1,A. Lange & Söhne,N/A,Analog,336,21600,https://watchbase.com/a-lange-sohne/caliber/l096-1
FP Journe caliber 1300.3 NOL,FP Journe,Automatic,Analog,160,21600,https://watchbase.com/fp-journe/caliber/1300-3-nol
Blancpain caliber 66BF8,Blancpain,Automatic,Analog,40,N/A,https://watchbase.com/blancpain/caliber/66bf8
Blancpain caliber F388B,Blancpain,Automatic,Analog,50,36000,https://watchbase.com/blancpain/caliber/f388b
Audemars Piguet caliber AP 2601,Audemars Piguet,Quartz,Analog,N/A,N/A,https://watchbase.com/audemars-piguet/caliber/ap-2601
Hamilton caliber H-50,Hamilton,Handwound,Analog,80,21600,https://watchbase.com/hamilton/caliber/h-50
IWC caliber 2250,IWC,Quartz,Analog,N/A,N/A,https://watchbase.com/iwc/caliber/2250
ETA caliber E20.321,ETA,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/eta/caliber/e20-321
FP Journe caliber 1300.3 NOD,FP Journe,Automatic,Analog,160,21600,https://watchbase.com/fp-journe/caliber/1300-3-nod
Cartier caliber 049,Cartier,Automatic,Analog,42,28800,https://watchbase.com/cartier/caliber/049
Chopard caliber L.U.C 06.01-L,Chopard,Handwound,Analog,80,21600,https://watchbase.com/chopard/caliber/l-u-c-06-01-l
Breitling caliber Caliber B74,Breitling,Quartz,Analog,26280,N/A,https://watchbase.com/breitling/caliber/caliber-b74
Chopard caliber L.U.C 96.12-L,Chopard,Automatic,Analog,65,28800,https://watchbase.com/chopard/caliber/l-u-c-96-12-l
Hamilton caliber H-10,Hamilton,Automatic,Analog,80,21600,https://watchbase.com/hamilton/caliber/h-10
Breitling caliber Caliber 13,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-13
Audemars Piguet caliber AP 2895,Audemars Piguet,Handwound,Analog,237,21600,https://watchbase.com/audemars-piguet/caliber/ap-2895
Grand Seiko caliber 9S85,Grand Seiko,Automatic,Analog,55,36000,https://watchbase.com/grand-seiko/caliber/9s85
ETA caliber 2894-2,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2894-2
Breguet caliber 507DRF,Breguet,Handwound,Analog,50,21600,https://watchbase.com/breguet/caliber/507drf
ETA caliber A05.221,ETA,Automatic,Analog,60,28800,https://watchbase.com/eta/caliber/a05-221
H. Moser & Cie caliber HMC 230,H. Moser & Cie,Automatic,Analog,72,21600,https://watchbase.com/h-moser-cie/caliber/hmc-230
Hublot caliber HUB1242,Hublot,Automatic,Analog,72,28800,https://watchbase.com/hublot/caliber/hub1242
Blancpain caliber 13R1,Blancpain,Handwound,Analog,192,N/A,https://watchbase.com/blancpain/caliber/13r1
Blancpain caliber F385,Blancpain,Automatic,Analog,50,36000,https://watchbase.com/blancpain/caliber/f385
Breitling caliber Caliber B04,Breitling,Automatic,Analog,70,28800,https://watchbase.com/breitling/caliber/caliber-b04
Breguet caliber 502.3 DRP1,Breguet,Automatic,Analog,45,21600,https://watchbase.com/breguet/caliber/502-3-drp1
Frédéric Piguet caliber 6850,Frédéric Piguet,Automatic,Analog,72,28800,https://watchbase.com/frederic-piguet/caliber/6850
ETA caliber 2094,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2094
ETA caliber 7754,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/7754
Girard-Perregaux caliber GP03300-0136,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0136
Cartier caliber 049 No Date,Cartier,Automatic,Analog,42,28800,https://watchbase.com/cartier/caliber/049-no-date
Glycine caliber GL293,Glycine,Automatic,Analog,42,28800,https://watchbase.com/glycine/caliber/gl293
A. Lange & Söhne caliber L082.1,A. Lange & Söhne,Automatic,Analog,50,21600,https://watchbase.com/a-lange-sohne/caliber/l082-1
A. Lange & Söhne caliber L901.4,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l901-4
Arnold & Son caliber A&S1001 CdG,Arnold & Son,Handwound,Analog,90,21600,https://watchbase.com/arnold-son/caliber/a-s1001-cdg
A. Lange & Söhne caliber L1902,A. Lange & Söhne,Handwound,Analog,30,18000,https://watchbase.com/a-lange-sohne/caliber/l1902
Cartier caliber 9440 MC,Cartier,Handwound,Analog,72,21600,https://watchbase.com/cartier/caliber/9440-mc
Blancpain caliber 1240H,Blancpain,Automatic,Analog,45,N/A,https://watchbase.com/blancpain/caliber/1240h
Breitling caliber Caliber 45,Breitling,Automatic,Analog,38,28800,https://watchbase.com/breitling/caliber/caliber-45
Breitling caliber Caliber B60,Breitling,Quartz,Analog,N/A,N/A,https://watchbase.com/breitling/caliber/caliber-b60
ETA caliber 902.002,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/902-002
A. Lange & Söhne caliber L043.2,A. Lange & Söhne,Handwound,Digital,36,18000,https://watchbase.com/a-lange-sohne/caliber/l043-2
ETA caliber 2678,ETA,Automatic,Analog,38,28800,https://watchbase.com/eta/caliber/2678
Audemars Piguet caliber AP 3132,Audemars Piguet,Automatic,Analog,45,21600,https://watchbase.com/audemars-piguet/caliber/ap-3132
Breitling caliber Caliber B12,Breitling,Automatic,Analog,70,28800,https://watchbase.com/breitling/caliber/caliber-b12
ETA caliber B72,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/b72
Glashütte Original caliber 91-02,Glashütte Original,Automatic,Analog,42,28800,https://watchbase.com/glashutte-original/caliber/91-02
Grand Seiko caliber 9RA2,Grand Seiko,Spring Drive,Analog,120,N/A,https://watchbase.com/grand-seiko/caliber/9ra2
A. Lange & Söhne caliber L001.1,A. Lange & Söhne,Handwound,Analog,38,21600,https://watchbase.com/a-lange-sohne/caliber/l001-1
Ball Watch caliber RR1103SCL,Ball Watch,Automatic,Analog,N/A,28800,https://watchbase.com/ball-watch/caliber/rr1103scl
Blancpain caliber 1163L,Blancpain,Automatic,Analog,100,21600,https://watchbase.com/blancpain/caliber/1163l
A. Lange & Söhne caliber L086.1,A. Lange & Söhne,Automatic,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l086-1
Cuervo y Sobrinos caliber CYS 2052,Cuervo y Sobrinos,Handwound,Analog,42,21600,https://watchbase.com/cuervo-y-sobrinos/caliber/cys-2052
Audemars Piguet caliber AP 3140,Audemars Piguet,Automatic,Analog,50,21600,https://watchbase.com/audemars-piguet/caliber/ap-3140
Chopard caliber L.U.C 96.17-L,Chopard,Automatic,Analog,65,28800,https://watchbase.com/chopard/caliber/l-u-c-96-17-l
Audemars Piguet caliber AP 2924,Audemars Piguet,Handwound,Analog,70,21600,https://watchbase.com/audemars-piguet/caliber/ap-2924
Girard-Perregaux caliber GP03300-1060,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-1060
Alexandre Meerson caliber AM-4705,Alexandre Meerson,Automatic,Analog,50,28800,https://watchbase.com/alexandre-meerson/caliber/am-4705
Girard-Perregaux caliber GP03300-0094,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0094
Glashütte Original caliber 92-09,Glashütte Original,Automatic,Analog,100,28800,https://watchbase.com/glashutte-original/caliber/92-09
Baume & Mercier caliber BM13-1975 COSC,Baume & Mercier,Automatic,Analog,120,28800,https://watchbase.com/baume-mercier/caliber/bm13-1975-cosc
Audemars Piguet caliber AP 2930,Audemars Piguet,Handwound,N/A,N/A,N/A,https://watchbase.com/audemars-piguet/caliber/ap-2930
Breguet caliber 537/2,Breguet,Automatic,Analog,40,21600,https://watchbase.com/breguet/caliber/537-2
ETA caliber F03.412,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f03-412
Glashütte Original caliber 03-02,Glashütte Original,Quartz,Analog,35712,N/A,https://watchbase.com/glashutte-original/caliber/03-02
ETA caliber E61.111,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/e61-111
Cartier caliber 9422 MC,Cartier,Automatic,Analog,48,28800,https://watchbase.com/cartier/caliber/9422-mc
ETA caliber 955.132,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/955-132
Glashütte Original caliber 58-08,Glashütte Original,Handwound,Analog,44,28800,https://watchbase.com/glashutte-original/caliber/58-08
Glashütte Original caliber 58-03,Glashütte Original,Handwound,Analog,44,28800,https://watchbase.com/glashutte-original/caliber/58-03
ETA caliber G10.212 AB ND,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-212-ab-nd
Glashütte Original caliber 89-02,Glashütte Original,Automatic,Analog,72,21600,https://watchbase.com/glashutte-original/caliber/89-02
Breguet caliber 582 Q/A,Breguet,Automatic,Analog,48,28800,https://watchbase.com/breguet/caliber/582q-a
Armin Strom caliber ATC11-S,Armin Strom,Handwound,Analog,240,18000,https://watchbase.com/armin-strom/caliber/atc11-s
IWC caliber 32101,IWC,Automatic,Analog,154,28800,https://watchbase.com/iwc/caliber/32101
A. Lange & Söhne caliber L044.1,A. Lange & Söhne,Handwound,Analog,36,21600,https://watchbase.com/a-lange-sohne/caliber/l044-1
Glashütte Original caliber 100-02,Glashütte Original,Automatic,Analog,55,28800,https://watchbase.com/glashutte-original/caliber/100-02
Chopard caliber Chopard 01.15-C,Chopard,Automatic,Analog,60,28800,https://watchbase.com/chopard/caliber/chopard-01-15-c
Chopard caliber L.U.C 04.01-L,Chopard,Handwound,Analog,60,28000,https://watchbase.com/chopard/caliber/l-u-c-04-01-l
Blancpain caliber 5A50,Blancpain,Automatic,Analog,72,21600,https://watchbase.com/blancpain/caliber/5a50
Glashütte Original caliber 36-03,Glashütte Original,Automatic,Analog,100,28800,https://watchbase.com/glashutte-original/caliber/36-03
Audemars Piguet caliber AP 2968,Audemars Piguet,Automatic,Analog,50,21600,https://watchbase.com/audemars-piguet/caliber/ap-2968
ETA caliber 901.001,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/901-001
Glashütte Original caliber 61-03,Glashütte Original,Handwound,Analog,42,28800,https://watchbase.com/glashutte-original/caliber/61-03
Citizen caliber F900,Citizen,Quartz,Analog,N/A,N/A,https://watchbase.com/citizen/caliber/f900
Girard-Perregaux caliber GP9907,Girard-Perregaux,Automatic,Analog,75,21600,https://watchbase.com/girard-perregaux/caliber/gp9907
A. Lange & Söhne caliber L922.1,A. Lange & Söhne,Automatic,Analog,46,21600,https://watchbase.com/a-lange-sohne/caliber/l922-1
Audemars Piguet caliber AP 7129,Audemars Piguet,Automatic,Analog,55,28800,https://watchbase.com/audemars-piguet/caliber/ap-7129
ETA caliber G10.961,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/g10-961
A. Lange & Söhne caliber L093.1,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l093-1
Czapek caliber SXH1,Czapek,Handwound,Analog,168,21600,https://watchbase.com/czapek/caliber/sxh1
Blancpain caliber 5939A,Blancpain,Automatic,Analog,192,N/A,https://watchbase.com/blancpain/caliber/5939a
ETA caliber E48.301,ETA,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/eta/caliber/e48-301
H. Moser & Cie caliber HMC 902,H. Moser & Cie,Automatic,Analog,55,21600,https://watchbase.com/h-moser-cie/caliber/hmc-902
Audemars Piguet caliber AP 2716,Audemars Piguet,Quartz,Analog,N/A,N/A,https://watchbase.com/audemars-piguet/caliber/ap-2716
Audemars Piguet caliber AP 2936,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2936
Blancpain caliber 152B,Blancpain,Handwound,Analog,40,N/A,https://watchbase.com/blancpain/caliber/152b
Audemars Piguet caliber AP 2923,Audemars Piguet,Handwound,Analog,80,28800,https://watchbase.com/audemars-piguet/caliber/ap-2923
ETA caliber C15.111,ETA,Automatic,N/A,72,21600,https://watchbase.com/eta/caliber/c15-111
Breitling caliber 41B,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/41b
Audemars Piguet caliber AP 2326 / 2840,Audemars Piguet,Automatic,Analog,38,28800,https://watchbase.com/audemars-piguet/caliber/ap-2326-2840
Chopard caliber Chopard 01.08-C,Chopard,Automatic,Analog,60,28800,https://watchbase.com/chopard/caliber/chopard-01-08-c
Frederique Constant caliber FC-980,Frederique Constant,Automatic,Analog,42,28800,https://watchbase.com/frederique-constant/caliber/fc-980
Chopard caliber L.U.C 02.10-L,Chopard,Handwound,Analog,216,28800,https://watchbase.com/chopard/caliber/l-u-c-02-10-l
Casio caliber 5081,Casio,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/casio/caliber/5081
Frederique Constant caliber FC-255,Frederique Constant,Quartz,Analog,N/A,N/A,https://watchbase.com/frederique-constant/caliber/fc-255
Breguet caliber 777A,Breguet,Automatic,Analog,55,28800,https://watchbase.com/breguet/caliber/777a
Audemars Piguet caliber AP 2121,Audemars Piguet,Automatic,Analog,40,21600,https://watchbase.com/audemars-piguet/caliber/ap-2121
Breguet caliber 508GS,Breguet,Handwound,Analog,56,18000,https://watchbase.com/breguet/caliber/508gs
A. Lange & Söhne caliber L951.0,A. Lange & Söhne,Handwound,Analog,36,18000,https://watchbase.com/a-lange-sohne/caliber/l951-0
A. Lange & Söhne caliber L095.3,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l095-3
IWC caliber 35800,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/35800
Cuervo y Sobrinos caliber CYS 5102,Cuervo y Sobrinos,Automatic,Analog,42,28800,https://watchbase.com/cuervo-y-sobrinos/caliber/cys-5102
Grand Seiko caliber 9R96,Grand Seiko,Quartz,Analog,192,N/A,https://watchbase.com/grand-seiko/caliber/9r96
Breitling caliber Caliber 19,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-19
ETA caliber G10.962,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/g10-962
Frederique Constant caliber FC-705,Frederique Constant,Automatic,Analog,42,28800,https://watchbase.com/frederique-constant/caliber/fc-705
Hamilton caliber H-41,Hamilton,Automatic,Analog,60,28800,https://watchbase.com/hamilton/caliber/h-41
Bell & Ross caliber BR-CAL.322,Bell & Ross,Automatic,Analog,38,28800,https://watchbase.com/bell-ross/caliber/br-cal-322
De Bethune caliber DB2005,De Bethune,Handwound,Analog,144,28800,https://watchbase.com/de-bethune/caliber/db2005
Chézard caliber 7400,Chézard,Handwound,Analog,40,18000,https://watchbase.com/chezard/caliber/7400
ETA caliber E61.031,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/e61-031
Audemars Piguet caliber AP 3090,Audemars Piguet,Handwound,Analog,48,21600,https://watchbase.com/audemars-piguet/caliber/ap-3090
Blancpain caliber 69F8,Blancpain,Automatic,Analog,70,N/A,https://watchbase.com/blancpain/caliber/69f8
FP Journe caliber 1510 CO,FP Journe,Handwound,Analog,70,21600,https://watchbase.com/fp-journe/caliber/1510-co
Breitling caliber Caliber 24,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-24
Eterna caliber 3927A,Eterna,Automatic,Analog,60,28800,https://watchbase.com/eterna/caliber/3927a
Breguet caliber 777Q,Breguet,Automatic,Analog,55,28800,https://watchbase.com/breguet/caliber/777q
Hublot caliber HUB1201,Hublot,Handwound,Analog,240,21600,https://watchbase.com/hublot/caliber/hub1201
