Name,Brand,Movement,Display,Reserve,Frequency,URL
A. Lange & Söhne caliber L921.4,A. Lange & Söhne,Automatic,Analog,46,21600,https://watchbase.com/a-lange-sohne/caliber/l921-4
Glashütte Original caliber 92-10,Glashütte Original,Automatic,Analog,100,28800,https://watchbase.com/glashutte-original/caliber/92-10
Audemars Piguet caliber AP 3124 / 3841,Audemars Piguet,Automatic,Analog,50,21600,https://watchbase.com/audemars-piguet/caliber/ap-3124-3841
A. Lange & Söhne caliber L072.1,A. Lange & Söhne,Handwound,Analog,36,21600,https://watchbase.com/a-lange-sohne/caliber/l072-1
ETA caliber 988.333,ETA,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/eta/caliber/988-333
A. Lange & Söhne caliber L043.9,A. Lange & Söhne,Handwound,Digital,72,18000,https://watchbase.com/a-lange-sohne/caliber/l043-9
Cartier caliber 9611 MC,Cartier,Handwound,Analog,72,28800,https://watchbase.com/cartier/caliber/9611-mc
Girard-Perregaux caliber GP03300-0010,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0010
Audemars Piguet caliber AP 3129,Audemars Piguet,Automatic,Analog,60,21600,https://watchbase.com/audemars-piguet/caliber/ap-3129
ETA caliber C07.661,ETA,Automatic,Analog,80,21600,https://watchbase.com/eta/caliber/c07-661
Ball Watch caliber RR1102,Ball Watch,Automatic,Analog,38,28800,https://watchbase.com/ball-watch/caliber/rr1102
Agenhor caliber AGH-6801,Agenhor,Handwound,Analog,55,21600,https://watchbase.com/agenhor/caliber/agh-6801
Breitling caliber 13B,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/13b
Audemars Piguet caliber AP 4407,Audemars Piguet,Automatic,Analog,70,28800,https://watchbase.com/audemars-piguet/caliber/ap-4407
IWC caliber 30750,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/30750
Baume & Mercier caliber BM11900,Baume & Mercier,Automatic,Analog,38,28800,https://watchbase.com/baume-mercier/caliber/bm11900
A. Lange & Söhne caliber L095.1,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l095-1
Hamilton caliber H-21 [Date],Hamilton,Automatic,Analog,60,28800,https://watchbase.com/hamilton/caliber/h-21-date
BCP Tourbillons caliber BCP T02,BCP Tourbillons,Handwound,Analog,100,N/A,https://watchbase.com/bcp-tourbillons/caliber/bcp-t02
Audemars Piguet caliber AP 3126 / 3840,Audemars Piguet,Automatic,Analog,50,21600,https://watchbase.com/audemars-piguet/caliber/ap-3126-3840
Hamilton caliber H-22,Hamilton,Automatic,Analog,42,28800,https://watchbase.com/hamilton/caliber/h-22
IWC caliber 32100,IWC,Automatic,Analog,72,28800,https://watchbase.com/iwc/caliber/32100
A. Lange & Söhne caliber L102.1,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l102-1
ETA caliber F03.111,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f03-111
Blancpain caliber 1154,Blancpain,Automatic,Analog,100,21600,https://watchbase.com/blancpain/caliber/1154
IWC caliber 35100,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/35100
A. Lange & Söhne caliber L043.8,A. Lange & Söhne,Handwound,Digital,72,18000,https://watchbase.com/a-lange-sohne/caliber/l043-8
Carl F. Bucherer caliber CFB T1001,Carl F. Bucherer,Handwound,Analog,70,N/A,https://watchbase.com/carl-f-bucherer/caliber/cfb-t1001
ETA caliber C51-1,ETA,Automatic,Analog,48,28800,https://watchbase.com/eta/caliber/c51-1
Glashütte Original caliber 03-01,Glashütte Original,Quartz,Analog,35712,N/A,https://watchbase.com/glashutte-original/caliber/03-01
Eterna caliber 3510,Eterna,Handwound,Analog,192,28800,https://watchbase.com/eterna/caliber/3510
ETA caliber G10.212 AB,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-212-ab
Christiaan van der Klaauw caliber CVDK7386,Christiaan van der Klaauw,Automatic,Analog,96,28800,https://watchbase.com/christiaan-van-der-klaauw/caliber/cvdk7386
A. Lange & Söhne caliber L902.0,A. Lange & Söhne,Handwound,Analog,36,18000,https://watchbase.com/a-lange-sohne/caliber/l902-0
Blancpain caliber 6054F,Blancpain,Handwound,Analog,72,N/A,https://watchbase.com/blancpain/caliber/6054f
Grand Seiko caliber 9F62,Grand Seiko,Quartz,Analog,55,N/A,https://watchbase.com/grand-seiko/caliber/9f62
Audemars Piguet caliber AP 2884,Audemars Piguet,Handwound,Analog,237,21600,https://watchbase.com/audemars-piguet/caliber/ap-2884
Arnold & Son caliber A&S5003 NAC,Arnold & Son,Handwound,Analog,100,18000,https://watchbase.com/arnold-son/caliber/a-s5003-nac
Breitling caliber Caliber 37,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-37
Gerald Charles caliber GCA 3002,Gerald Charles,Automatic,Analog,50,28800,https://watchbase.com/gerald-charles/caliber/gca-3002
Breitling caliber Caliber 41,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-41
ETA caliber A31.111,ETA,Automatic,Analog,72,25200,https://watchbase.com/eta/caliber/a31-111
ETA caliber C26.101,ETA,Automatic,Analog,48,28800,https://watchbase.com/eta/caliber/c26-101
Audemars Piguet caliber AP 2326 / 2848,Audemars Piguet,Automatic,Analog,60,28800,https://watchbase.com/audemars-piguet/caliber/ap-2326-2848
Breitling caliber Caliber 78,Breitling,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/breitling/caliber/caliber-78
IWC caliber 32111,IWC,Automatic,Analog,120,28800,https://watchbase.com/iwc/caliber/32111
Audemars Piguet caliber AP 4409,Audemars Piguet,Automatic,Analog,70,28800,https://watchbase.com/audemars-piguet/caliber/ap-4409
Blancpain caliber 3863,Blancpain,Automatic,Analog,72,N/A,https://watchbase.com/blancpain/caliber/3863
Blancpain caliber 6654.P.4,Blancpain,Automatic,Analog,72,28800,https://watchbase.com/blancpain/caliber/6654-p-4
Audemars Piguet caliber AP 5134,Audemars Piguet,Automatic,Analog,40,19800,https://watchbase.com/audemars-piguet/caliber/ap-5134
Carl F. Bucherer caliber CFB A2020,Carl F. Bucherer,Automatic,Analog,55,N/A,https://watchbase.com/carl-f-bucherer/caliber/cfb-a2020
ETA caliber 7750,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/7750
ETA caliber C26.111,ETA,Automatic,Analog,48,28800,https://watchbase.com/eta/caliber/c26-111
De Bethune caliber DB2547,De Bethune,Handwound,Analog,120,28800,https://watchbase.com/de-bethune/caliber/db2547
ETA caliber F04.111,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f04-111
Blancpain caliber 7663,Blancpain,Automatic,Analog,65,N/A,https://watchbase.com/blancpain/caliber/7663
Breitling caliber Caliber B01 ND,Breitling,Automatic,Analog,70,28800,https://watchbase.com/breitling/caliber/caliber-b01-nd
Chopard caliber L.U.C 01.05-L,Chopard,Automatic,Analog,60,28000,https://watchbase.com/chopard/caliber/l-u-c-01-05-l
Hublot caliber HUB5003,Hublot,Handwound,Analog,72,28800,https://watchbase.com/hublot/caliber/hub5003
Blancpain caliber 66CM8,Blancpain,Automatic,Analog,192,N/A,https://watchbase.com/blancpain/caliber/66cm8
Armin Strom caliber ADD14,Armin Strom,Automatic,Analog,120,18000,https://watchbase.com/armin-strom/caliber/add14
Hamilton caliber H-31,Hamilton,Automatic,Analog,60,28800,https://watchbase.com/hamilton/caliber/h-31
Cartier caliber 9618 MC,Cartier,Handwound,Analog,72,28800,https://watchbase.com/cartier/caliber/9618-mc
Audemars Piguet caliber AP 1000SQ,Audemars Piguet,Automatic,Analog,64,21600,https://watchbase.com/audemars-piguet/caliber/ap-1000sq
ETA caliber 2892-2030,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2892-2030
Blancpain caliber 5625A,Blancpain,Automatic,Analog,192,N/A,https://watchbase.com/blancpain/caliber/5625a
Blancpain caliber 15B,Blancpain,Handwound,Analog,40,N/A,https://watchbase.com/blancpain/caliber/15b
Blancpain caliber 2358,Blancpain,Automatic,Analog,65,N/A,https://watchbase.com/blancpain/caliber/2358
Frederique Constant caliber FC-292,Frederique Constant,Quartz,Analog,N/A,N/A,https://watchbase.com/frederique-constant/caliber/fc-292
ETA caliber F06.811,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f06-811
Arnold & Son caliber A1766 EOT,Arnold & Son,Handwound,Analog,42,28800,https://watchbase.com/arnold-son/caliber/a1766-eot
Audemars Piguet caliber AP 2049,Audemars Piguet,Handwound,Analog,34,21600,https://watchbase.com/audemars-piguet/caliber/ap-2049
ETA caliber G10.962 BH,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-962-bh
Glashütte Original caliber 39-34,Glashütte Original,Automatic,Analog,40,28800,https://watchbase.com/glashutte-original/caliber/39-34
Ball Watch caliber RR1301,Ball Watch,Automatic,Analog,42,28800,https://watchbase.com/ball-watch/caliber/rr1301
Breitling caliber Caliber B35,Breitling,Automatic,Analog,70,28800,https://watchbase.com/breitling/caliber/caliber-b35
Audemars Piguet caliber AP 2712,Audemars Piguet,Quartz,Analog,N/A,N/A,https://watchbase.com/audemars-piguet/caliber/ap-2712
ETA caliber F03.101,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f03-101
Audemars Piguet caliber AP 2329 / 2846,Audemars Piguet,Automatic,Analog,38,28800,https://watchbase.com/audemars-piguet/caliber/ap-2329-2846
Armin Strom caliber AMR13,Armin Strom,Automatic,Analog,120,18000,https://watchbase.com/armin-strom/caliber/amr13
Glashütte Original caliber 39-58,Glashütte Original,Automatic,Analog,40,28800,https://watchbase.com/glashutte-original/caliber/39-58
Casio caliber 5455,Casio,Quartz,Analog,N/A,N/A,https://watchbase.com/casio/caliber/5455
